FICE (Federal ID number),College name,State (postal code),School Type,Average Math SAT score,Average Verbal SAT score,Average Combined SAT score,Average ACT score,First quartile - Math SAT,Third quartile - Math SAT,First quartile - Verbal SAT,Third quartile - Verbal SAT,First quartile - ACT,Third quartile - ACT,Number of applications received,Number of applicants accepted,Number of new students enrolled,Pct. new students from top 10% of H.S. class,Pct. new students from top 25% of H.S. class,Number of fulltime undergraduates,Number of parttime undergraduates,In-state tuition,Out-of-state tuition,Room and board costs,Room costs,Board costs,Additional fees,Estimated book costs,Estimated personal spending,Pct. of faculty with Ph.D.'s,Pct. of faculty with terminal degree,Student/faculty ratio,Pct.alumni who donate,Instructional expenditure per student,Graduation rate,Private,Public
3484,Covenant College,GA,Private,536.0,512.0,1048.0,24.0,470.0,610.0,440.0,580.0,22.0,28.0,407.0,317.0,181.0,21.0,48.0,468.0,31.0,9700.0,9700.0,3744.0,1980.0,1764.0,150.0,470.0,1120.0,73.0,75.0,19.0,20.91296296296296,8614.0,56.0,1,0
29258,Savannah Coll. of Art and Design,GA,Private,515.0,490.0,1005.0,23.0,480.0,560.0,460.0,550.0,19.0,26.0,1109.0,688.0,386.0,20.0,65.0,1897.0,208.0,8325.0,8325.0,5000.0,3050.0,1950.0,450.0,1200.0,1600.0,14.0,98.0,16.1,26.0,6874.0,55.0,1,0
1605,Chaminade University of Honolulu,HI,Private,450.0,400.0,850.0,19.0,404.2537637435972,495.7462362564028,360.67772052771244,439.32227947228756,17.259858154496555,20.740141845503445,621.0,546.0,103.0,25.67197750702905,52.35,766.0,1154.0,10600.0,10600.0,5490.0,2720.0,2770.0,392.0126459143969,700.0,800.0,63.0,67.0,14.1,20.91296296296296,5073.0,60.40531561461794,1,0
1606,Brigham Young University - Hawaii,HI,Private,512.9771739130434,466.6125,979.3584598698482,20.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,17.0,23.0,1038.0,533.0,428.0,21.0,42.0,2008.0,23.0,1780.0,1780.0,3360.0,2514.6819571865444,3360.0,392.0126459143969,549.9728867623604,1389.2917038358607,64.0,64.0,16.8,20.91296296296296,8987.890736342042,60.40531561461794,1,0
1610,University of Hawaii at Manoa,HI,Public,537.0,441.0,978.0,22.234338747099766,470.0,600.0,380.0,500.0,19.716602984622803,24.59198170215222,3580.0,2603.0,1627.0,36.0,69.0,11028.0,2411.0,1460.0,4460.0,3038.0,1808.0,1230.0,97.0,687.0,1281.0,85.0,87.0,11.8,6.0,12833.0,54.0,0,1
7279,Hawaii Pacific University,HI,Private,490.0,465.0,955.0,23.0,425.0,550.0,399.0,500.0,18.0,24.0,1827.0,1409.0,1169.0,25.67197750702905,52.35,4312.0,2302.0,6300.0,6300.0,6500.0,2514.6819571865444,2060.983830845771,200.0,500.0,1389.2917038358607,59.0,77.0,23.3,13.0,5301.0,60.40531561461794,1,0
29020,University of Hawaii at Hilo,HI,Public,446.0,404.0,850.0,22.234338747099766,420.0,540.0,380.0,470.0,19.716602984622803,24.59198170215222,1499.0,779.0,500.0,20.0,54.0,2082.0,871.0,480.0,2920.0,4270.0,2514.6819571865444,2060.983830845771,50.0,714.0,1277.0,72.0,80.0,15.8,20.91296296296296,11460.0,31.0,0,1
1846,Briar Cliff College,IA,Private,410.0,385.0,795.0,22.0,364.2537637435972,455.7462362564028,345.67772052771244,424.32227947228756,20.0,25.0,392.0,351.0,155.0,16.0,44.0,738.0,430.0,10260.0,10260.0,3597.0,3597.0,2060.983830845771,150.0,600.0,1500.0,39.0,66.0,13.1,26.0,8355.0,58.0,1,0
1847,Buena Vista College,IA,Private,526.0,493.0,1019.0,24.0,490.0,510.0,480.0,500.0,22.0,26.0,860.0,688.0,285.0,32.0,70.0,1928.0,442.0,13306.0,13306.0,3797.0,1997.0,1800.0,392.0126459143969,450.0,950.0,62.0,69.0,8.8,10.0,6333.0,78.0,1,0
1850,Central College,IA,Private,512.9771739130434,466.6125,979.3584598698482,24.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,21.0,26.0,1283.0,1113.0,401.0,31.0,65.0,1355.0,40.0,10938.0,10938.0,3660.0,1638.0,2022.0,141.0,650.0,600.0,76.0,90.0,13.5,29.0,8444.0,67.0,1,0
1852,Clarke College,IA,Private,512.9771739130434,466.6125,979.3584598698482,21.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,21.0,26.0,460.0,340.0,167.0,14.0,45.0,604.0,350.0,10740.0,10740.0,3676.0,1838.0,1838.0,225.0,350.0,900.0,67.0,71.0,11.0,27.0,7963.0,74.0,1,0
1854,Coe College,IA,Private,560.0,500.0,1060.0,25.0,490.0,590.0,450.0,560.0,23.0,27.0,1006.0,742.0,275.0,29.0,60.0,1127.0,205.0,13925.0,13925.0,4390.0,2400.0,1990.0,125.0,500.0,2200.0,73.0,86.0,12.7,32.0,10141.0,67.0,1,0
1856,Cornell College,IA,Private,560.0,510.0,1070.0,25.0,500.0,620.0,450.0,590.0,23.0,28.0,1538.0,1329.0,383.0,33.0,68.0,1140.0,10.0,15248.0,15248.0,4323.0,1978.0,2345.0,125.0,550.0,800.0,71.0,76.0,12.2,31.0,10340.0,64.0,1,0
1859,Dordt College,IA,Private,512.9771739130434,466.6125,979.3584598698482,23.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,19.0,25.0,604.0,562.0,328.0,25.0,50.0,1048.0,56.0,9800.0,9800.0,2650.0,1200.0,1450.0,60.0,450.0,2800.0,61.0,60.0,12.5,17.0,7325.0,87.0,1,0
1860,Drake University,IA,Private,540.0,490.0,1030.0,25.0,470.0,610.0,430.0,550.0,22.0,28.0,2799.0,2573.0,839.0,34.0,65.0,3322.0,726.0,13420.0,13420.0,4770.0,2148.0,2422.0,392.0126459143969,560.0,1675.0,88.0,93.0,15.0,24.0,9473.0,77.0,1,0
1866,Graceland College,IA,Private,502.0,447.0,949.0,22.0,440.0,590.0,300.0,520.0,19.0,24.0,555.0,414.0,242.0,14.0,41.0,996.0,2281.0,9100.0,9100.0,3100.0,1130.0,1970.0,100.0,550.0,880.0,51.0,61.0,23.6,24.0,5609.0,47.0,1,0
1867,Grand View College,IA,Private,512.9771739130434,466.6125,979.3584598698482,20.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,18.259858154496555,21.740141845503445,535.0,511.0,233.0,11.0,36.0,1098.0,380.0,9820.0,9820.0,3360.0,2000.0,1360.0,50.0,570.0,2800.0,32.0,32.0,12.6,20.91296296296296,6687.0,32.0,1,0
1868,Grinnell College,IA,Private,642.0,602.0,1244.0,29.0,610.0,700.0,560.0,660.0,27.0,31.0,2039.0,1389.0,432.0,56.0,91.0,1333.0,30.0,15688.0,15688.0,4618.0,2120.0,2498.0,374.0,400.0,400.0,88.0,92.0,9.5,54.0,18979.0,83.0,1,0
1869,Iowa State University,IA,Public,585.0,420.0,1005.0,24.5,530.0,640.0,380.0,460.0,22.0,27.0,8427.0,7424.0,3441.0,26.0,59.0,18676.0,1715.0,2291.0,7550.0,3224.0,3224.0,2060.983830845771,162.0,640.0,2055.0,81.0,88.0,19.2,22.0,8420.0,65.0,0,1
1871,Iowa Wesleyan College,IA,Private,512.9771739130434,466.6125,979.3584598698482,21.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,19.259858154496555,22.740141845503445,443.0,291.0,127.0,11.0,44.0,563.0,427.0,9850.0,9850.0,3400.0,1900.0,1500.0,392.0126459143969,500.0,1389.2917038358607,45.0,50.0,17.2,20.91296296296296,7349.0,60.40531561461794,1,0
1873,Loras College,IA,Private,512.9771739130434,466.6125,979.3584598698482,23.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,19.0,25.0,1641.0,1283.0,527.0,20.0,39.0,1663.0,170.0,11200.0,11200.0,4000.0,2514.6819571865444,2060.983830845771,392.0126459143969,500.0,1200.0,61.0,62.0,14.2,24.0,7578.0,70.0,1,0
1874,Luther College,IA,Private,590.0,520.0,1110.0,25.0,530.0,650.0,460.0,580.0,23.0,28.0,1549.0,1392.0,587.0,38.0,72.0,2269.0,85.0,13240.0,13240.0,3560.0,1850.0,1710.0,392.0126459143969,600.0,400.0,73.0,85.0,13.8,38.0,8949.0,77.0,1,0
1876,Teikyo Marycrest University,IA,Private,512.9771739130434,466.6125,979.3584598698482,20.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,18.259858154496555,21.740141845503445,328.0,243.0,93.0,25.67197750702905,52.35,663.0,340.0,9980.0,9980.0,3640.0,1500.0,2140.0,210.0,500.0,2980.0,44.0,64.0,12.3,10.0,7791.0,69.0,1,0
1879,Morningside College,IA,Private,512.9771739130434,466.6125,979.3584598698482,22.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,19.0,25.0,586.0,533.0,239.0,16.0,36.0,950.0,228.0,10520.0,10520.0,3678.0,1812.0,1866.0,181.0,500.0,1000.0,48.0,68.0,13.0,32.0,8111.0,56.0,1,0
1880,Mount Mercy College,IA,Private,512.9771739130434,466.6125,979.3584598698482,22.234338747099766,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,19.716602984622803,24.59198170215222,368.0,317.0,159.0,20.0,49.0,806.0,542.0,10500.0,10500.0,3555.0,2115.0,1440.0,100.0,500.0,2285.0,44.0,50.0,11.3,30.0,6695.0,64.0,1,0
1881,Mount Saint Clare College,IA,Private,512.9771739130434,466.6125,979.3584598698482,21.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,17.0,23.0,325.0,284.0,95.0,16.0,33.0,364.0,88.0,9900.0,9900.0,3650.0,1660.0,1990.0,80.0,500.0,1200.0,32.0,37.0,13.6,43.0,6525.0,21.0,1,0
1883,Northwestern College,IA,Private,512.9771739130434,466.6125,979.3584598698482,22.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,20.0,26.0,860.0,811.0,366.0,22.0,56.0,1040.0,52.0,9900.0,9900.0,3075.0,1750.0,1325.0,392.0126459143969,300.0,1800.0,68.0,68.0,14.9,34.0,6357.0,68.0,1,0
1887,Simpson College,IA,Private,512.9771739130434,466.6125,979.3584598698482,23.5,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,21.0,26.0,1016.0,872.0,300.0,27.0,57.0,1116.0,602.0,11250.0,11250.0,4980.0,2130.0,2850.0,155.0,550.0,1400.0,66.0,73.0,15.8,36.0,7411.0,70.0,1,0
1889,Saint Ambrose University,IA,Private,512.9771739130434,466.6125,979.3584598698482,22.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,18.0,23.0,897.0,718.0,276.0,12.0,48.0,1345.0,390.0,10450.0,10450.0,4020.0,2310.0,1710.0,10.0,500.0,1500.0,56.0,56.0,14.1,16.0,7444.0,70.0,1,0
1890,University of Northern Iowa,IA,Public,512.9771739130434,466.6125,979.3584598698482,23.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,21.0,26.0,4144.0,3379.0,1853.0,18.0,52.0,10135.0,1448.0,2291.0,6197.0,2930.0,1318.0,1612.0,164.0,595.0,2380.0,78.0,82.0,16.3,26.0,6333.0,77.0,0,1
1891,University of Dubuque,IA,Private,480.0,430.0,910.0,22.0,430.0,550.0,400.0,490.0,20.0,24.0,576.0,558.0,137.0,11.0,39.0,662.0,131.0,10430.0,10430.0,3620.0,1845.0,1775.0,100.0,400.0,1500.0,85.0,98.0,16.5,18.0,8767.0,45.0,1,0
1892,University of Iowa,IA,Public,512.9771739130434,466.6125,979.3584598698482,24.5,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,22.0,27.0,9224.0,8025.0,3262.0,23.0,52.0,15412.0,2878.0,2291.0,8149.0,3423.0,2514.6819571865444,2060.983830845771,164.0,640.0,2426.0,68.64566929133858,98.0,13.1,37.0,12194.0,62.0,0,1
1893,Upper Iowa University,IA,Private,512.9771739130434,466.6125,979.3584598698482,22.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,19.0,25.0,663.0,452.0,192.0,10.0,35.0,1481.0,1160.0,8840.0,8840.0,3060.0,3060.0,2060.983830845771,392.0126459143969,500.0,1000.0,69.0,75.0,17.4,19.0,3733.0,78.0,1,0
1896,Wartburg College,IA,Private,557.0,478.0,1035.0,24.0,490.0,640.0,420.0,540.0,21.0,27.0,1231.0,1074.0,345.0,34.0,66.0,1295.0,105.0,11600.0,11600.0,3610.0,1940.0,1670.0,120.0,400.0,850.0,66.0,91.0,12.4,37.0,7735.0,67.0,1,0
1899,Teikyo Westmar University,IA,Private,512.9771739130434,466.6125,979.3584598698482,19.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,17.259858154496555,20.740141845503445,451.0,306.0,123.0,10.0,18.0,611.0,146.0,9980.0,9980.0,3640.0,2010.0,1630.0,280.0,600.0,2240.0,46.0,46.0,12.0,20.91296296296296,8987.890736342042,51.0,1,0
1900,William Penn College,IA,Private,512.9771739130434,466.6125,979.3584598698482,20.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,17.0,23.0,326.0,294.0,140.0,10.0,33.0,630.0,107.0,10000.0,10000.0,3110.0,1800.0,1310.0,290.0,495.0,800.0,35.0,35.0,13.3,20.91296296296296,7057.0,40.0,1,0
1616,Boise State University,ID,Public,468.0,431.0,899.0,21.0,422.2537637435972,513.7462362564028,391.67772052771244,470.32227947228756,19.259858154496555,22.740141845503445,3619.0,3080.0,1888.0,25.67197750702905,52.35,7948.0,5040.0,7897.274371069182,2093.0,3069.0,3370.0,2060.983830845771,938.0,600.0,2632.0,59.0,63.0,17.0,8.0,5705.0,25.0,0,1
1617,Albertson College,ID,Private,524.0,487.0,1011.0,24.0,478.2537637435972,569.7462362564028,447.67772052771244,526.3222794722876,22.259858154496555,25.740141845503445,587.0,479.0,158.0,38.0,62.0,678.0,41.0,13500.0,13500.0,3335.0,1025.0,2210.0,322.0,500.0,675.0,67.0,73.0,9.4,11.0,9727.0,55.0,1,0
1620,Idaho State University,ID,Public,512.9771739130434,466.6125,979.3584598698482,21.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,18.0,23.0,1989.0,1627.0,1137.0,25.67197750702905,40.0,6547.0,2464.0,7897.274371069182,4500.0,2980.0,2514.6819571865444,2060.983830845771,1500.0,500.0,1575.0,67.0,90.0,16.5,7.0,6266.0,33.0,0,1
1621,Lewis-Clark State College,ID,Public,445.0,397.0,842.0,21.0,460.0,530.0,330.0,350.0,19.259858154496555,22.740141845503445,1001.0,551.0,428.0,25.67197750702905,52.35,1970.0,1256.0,1412.0,5120.0,3190.0,2514.6819571865444,2060.983830845771,392.0126459143969,908.0,1721.0,60.0,77.0,12.1,20.91296296296296,6997.0,44.0,0,1
1624,Northwest Nazarene College,ID,Private,512.9771739130434,466.6125,979.3584598698482,23.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,18.0,24.0,616.0,514.0,385.0,29.0,52.0,1115.0,60.0,9840.0,9840.0,2820.0,1680.0,1140.0,339.0,450.0,822.0,59.0,59.0,14.8,20.0,6261.0,58.0,1,0
1626,University of Idaho,ID,Public,517.0,463.0,980.0,23.0,420.0,580.0,390.0,530.0,19.0,25.0,3133.0,2799.0,1337.0,24.0,49.0,7242.0,1431.0,1548.0,5962.0,3540.0,2514.6819571865444,2060.983830845771,392.0126459143969,832.0,1389.2917038358607,82.0,95.0,13.5,18.0,8805.0,45.0,0,1
1633,Augustana College,IL,Private,512.9771739130434,466.6125,979.3584598698482,25.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,23.0,28.0,1879.0,1658.0,497.0,36.0,69.0,1950.0,38.0,13353.0,13353.0,4173.0,1622.0,1622.0,93.0,540.0,821.0,78.0,83.0,12.7,40.0,9220.0,71.0,1,0
1634,Aurora University,IL,Private,512.9771739130434,466.6125,979.3584598698482,21.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,18.0,25.0,532.0,481.0,127.0,25.67197750702905,52.35,815.0,801.0,10250.0,10250.0,3850.0,2514.6819571865444,2060.983830845771,70.0,550.0,1389.2917038358607,68.64566929133858,56.0,9.1,19.0,8358.0,56.0,1,0
1635,Barat College,IL,Private,475.0,455.0,930.0,21.0,440.0,510.0,410.0,500.0,19.0,23.0,261.0,192.0,111.0,15.0,36.0,453.0,266.0,9690.0,9690.0,4300.0,4300.0,2060.983830845771,140.0,500.0,500.0,57.0,77.0,9.7,35.0,9337.0,71.0,1,0
1639,Blackburn College,IL,Private,512.9771739130434,466.6125,979.3584598698482,21.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,19.0,23.0,500.0,336.0,156.0,25.0,55.0,421.0,27.0,6500.0,6500.0,2700.0,2514.6819571865444,2060.983830845771,392.0126459143969,500.0,1000.0,76.0,76.0,14.3,53.0,8377.0,51.0,1,0
1641,Bradley University,IL,Private,590.0,530.0,1120.0,25.0,530.0,660.0,450.0,630.0,22.0,28.0,3767.0,3414.0,1061.0,30.0,58.0,4531.0,643.0,10870.0,10870.0,4440.0,2540.0,2060.983830845771,80.0,2000.0,1522.0,75.0,81.0,14.4,21.0,7671.0,85.0,1,0
1664,College of Saint Francis,IL,Private,512.9771739130434,466.6125,979.3584598698482,22.5,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,19.0,26.0,422.0,305.0,160.0,30.0,56.0,781.0,240.0,9810.0,9810.0,4160.0,4160.0,2060.983830845771,180.0,400.0,1389.2917038358607,52.0,52.0,17.5,18.0,9729.0,80.0,1,0
1665,Columbia College,IL,Private,512.9771739130434,466.6125,979.3584598698482,22.234338747099766,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,19.716602984622803,24.59198170215222,2419.0,2160.0,1117.0,25.67197750702905,52.35,4852.0,1991.0,7310.0,7310.0,4350.0,2514.6819571865444,4350.0,80.0,500.0,1612.0,18.0,41.0,13.4,20.91296296296296,5682.0,41.0,1,0
1666,Concordia University,IL,Private,512.9771739130434,466.6125,979.3584598698482,23.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,20.0,26.0,528.0,403.0,186.0,22.0,56.0,1168.0,145.0,9216.0,9216.0,4191.0,4191.0,2060.983830845771,80.0,400.0,1000.0,56.0,64.0,12.1,13.0,7309.0,75.0,1,0
1671,DePaul University,IL,Private,554.0,511.0,1065.0,25.0,480.0,610.0,440.0,560.0,22.0,27.0,4815.0,3551.0,1227.0,30.0,58.0,6069.0,3719.0,11214.0,11214.0,4932.0,1479.0,3453.0,30.0,600.0,1389.2917038358607,69.0,76.0,16.1,25.0,8322.0,63.0,1,0
1674,Eastern Illinois University,IL,Public,512.9771739130434,466.6125,979.3584598698482,22.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,20.0,24.0,5597.0,4253.0,1565.0,12.0,38.0,9161.0,845.0,1902.0,5710.0,3066.0,2514.6819571865444,2060.983830845771,782.0,120.0,1730.0,62.0,71.0,16.2,5.0,5682.0,76.0,0,1
1678,Eureka College,IL,Private,512.9771739130434,466.6125,979.3584598698482,22.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,20.259858154496555,23.740141845503445,560.0,454.0,113.0,36.0,56.0,484.0,16.0,10955.0,10955.0,3450.0,1915.0,1535.0,150.0,330.0,670.0,62.0,87.0,10.6,31.0,9552.0,53.0,1,0
1684,Greenville College,IL,Private,512.9771739130434,466.6125,979.3584598698482,22.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,18.0,25.0,510.0,387.0,194.0,20.0,46.0,771.0,53.0,10310.0,10310.0,4530.0,2514.6819571865444,2060.983830845771,392.0126459143969,400.0,800.0,57.0,61.0,14.3,16.0,8222.0,60.0,1,0
1688,Illinois College,IL,Private,545.0,470.0,1015.0,23.0,475.0,650.0,400.0,575.0,21.0,26.0,894.0,787.0,262.0,28.0,63.0,909.0,28.0,8050.0,8050.0,3850.0,2514.6819571865444,2060.983830845771,392.0126459143969,600.0,1000.0,75.0,75.0,15.6,30.0,7348.0,52.0,1,0
1691,Illinois Institute of Technology,IL,Private,603.0,499.0,1102.0,25.0,540.0,670.0,440.0,560.0,22.0,28.0,1756.0,1360.0,478.0,42.0,77.0,1911.0,626.0,14550.0,14550.0,4620.0,2514.6819571865444,2060.983830845771,40.0,500.0,700.0,80.0,88.0,12.3,26.0,12851.0,56.0,1,0
1692,Illinois State University,IL,Public,512.9771739130434,466.6125,979.3584598698482,22.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,19.0,25.0,8681.0,6695.0,2408.0,10.0,35.0,15701.0,1823.0,2600.0,7799.0,3403.0,3403.0,2060.983830845771,815.0,537.0,2605.0,77.0,84.0,21.0,16.0,5569.0,54.0,0,1
1693,Northeastern Illinois University,IL,Public,512.9771739130434,466.6125,979.3584598698482,17.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,15.0,20.0,2086.0,1507.0,631.0,14.0,27.0,4056.0,3433.0,1902.0,5706.0,4162.106851549755,2514.6819571865444,2060.983830845771,236.0,552.0,2178.0,78.0,78.0,15.1,20.91296296296296,6453.0,21.0,0,1
1694,Chicago State University,IL,Public,512.9771739130434,466.6125,979.3584598698482,18.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,15.0,18.0,3553.0,1719.0,777.0,12.0,37.0,4543.0,2694.0,1848.0,5544.0,4162.106851549755,2514.6819571865444,2060.983830845771,350.0,650.0,2400.0,47.0,81.0,15.6,20.91296296296296,6195.0,18.0,0,1
1696,Illinois Wesleyan University,IL,Private,617.0,534.0,1151.0,28.0,600.0,670.0,480.0,560.0,26.0,30.0,3050.0,1342.0,471.0,55.0,86.0,1818.0,23.0,14360.0,14360.0,4090.0,1760.0,2330.0,125.0,400.0,650.0,77.0,92.0,12.9,34.0,9605.0,83.0,1,0
1700,Judson College,IL,Private,512.9771739130434,466.6125,979.3584598698482,22.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,19.0,24.0,313.0,228.0,137.0,10.0,30.0,552.0,67.0,9414.0,9414.0,4554.0,2514.6819571865444,2060.983830845771,400.0,500.0,1700.0,34.0,55.0,10.6,30.0,7840.0,56.0,1,0
1703,Kendall College,IL,Private,420.0,450.0,870.0,18.0,400.0,500.0,400.0,500.0,15.0,19.0,150.0,150.0,121.0,15.0,15.0,338.0,33.0,6900.0,6900.0,4851.0,4851.0,2060.983830845771,165.0,800.0,1500.0,24.0,35.0,15.9,20.91296296296296,8812.0,80.0,1,0
1704,Knox College,IL,Private,570.0,530.0,1100.0,25.0,510.0,650.0,470.0,600.0,23.0,28.0,1040.0,845.0,286.0,48.0,77.0,967.0,24.0,15747.0,15747.0,4062.0,1806.0,2256.0,186.0,400.0,800.0,88.0,95.0,12.7,33.0,13224.0,79.0,1,0
1706,Lake Forest College,IL,Private,540.0,500.0,1040.0,24.5,480.0,600.0,440.0,560.0,22.0,27.0,979.0,638.0,271.0,31.0,70.0,968.0,20.0,16880.0,16880.0,3970.0,1740.0,2230.0,230.0,920.0,1320.0,91.0,94.0,10.7,19.0,15687.0,77.0,1,0
1707,Lewis University,IL,Private,512.9771739130434,466.6125,979.3584598698482,20.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,19.0,23.0,1154.0,1050.0,395.0,12.0,31.0,2192.0,1423.0,10560.0,10560.0,4520.0,2030.0,2490.0,392.0126459143969,500.0,1200.0,36.0,48.0,14.3,10.0,7701.0,61.0,1,0
1710,Loyola University Chicago,IL,Private,529.0,482.0,1011.0,24.0,470.0,590.0,430.0,540.0,21.0,26.0,3579.0,2959.0,868.0,25.0,55.0,5244.0,3417.0,11500.0,11500.0,5330.0,2514.6819571865444,2060.983830845771,350.0,700.0,2000.0,94.0,95.0,6.2,15.0,13009.0,65.0,1,0
1717,MacMurray College,IL,Private,512.9771739130434,466.6125,979.3584598698482,21.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,18.0,23.0,740.0,558.0,177.0,12.0,29.0,628.0,63.0,9620.0,9620.0,3750.0,2050.0,1700.0,392.0126459143969,550.0,950.0,49.0,55.0,10.8,33.0,10642.0,59.0,1,0
1722,McKendree College,IL,Private,512.9771739130434,466.6125,979.3584598698482,21.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,20.0,26.0,1002.0,555.0,119.0,16.0,43.0,836.0,684.0,7680.0,7680.0,3740.0,1820.0,1920.0,135.0,500.0,800.0,70.0,74.0,17.7,21.0,6652.0,52.0,1,0
1724,Millikin University,IL,Private,541.0,511.0,1052.0,24.0,480.0,600.0,470.0,570.0,21.0,27.0,1444.0,1261.0,456.0,29.0,62.0,1788.0,95.0,11910.0,11910.0,4378.0,2514.6819571865444,2060.983830845771,91.0,450.0,965.0,60.0,77.0,11.4,25.0,8149.0,75.0,1,0
1725,Monmouth College,IL,Private,470.0,470.0,940.0,23.0,424.2537637435972,515.7462362564028,430.67772052771244,509.32227947228756,18.0,27.0,601.0,503.0,204.0,28.0,57.0,671.0,11.0,13000.0,13000.0,4100.0,2100.0,2000.0,200.0,400.0,460.0,91.0,91.0,11.6,43.0,11087.0,56.0,1,0
1733,National-Louis University,IL,Private,512.9771739130434,466.6125,979.3584598698482,17.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,16.0,22.0,513.0,347.0,279.0,23.0,48.0,2508.0,505.0,9090.0,9090.0,4500.0,4500.0,2060.983830845771,392.0126459143969,650.0,500.0,62.0,65.0,18.3,2.0,7905.0,71.0,1,0
1734,North Central College,IL,Private,556.0,483.0,1039.0,25.0,480.0,630.0,440.0,550.0,21.0,27.0,1127.0,884.0,308.0,30.0,64.0,1310.0,766.0,11718.0,11718.0,7398.0,2514.6819571865444,2060.983830845771,120.0,450.0,1800.0,73.0,87.0,16.4,33.0,8871.0,76.0,1,0
1735,North Park College,IL,Private,526.0,466.0,992.0,22.0,437.0,620.0,400.0,542.0,17.0,25.0,465.0,361.0,176.0,19.0,39.0,879.0,156.0,12580.0,12580.0,4345.0,2390.0,1955.0,392.0126459143969,400.0,970.0,76.0,79.0,13.1,24.0,10889.0,74.0,1,0
1737,Northern Illinois University,IL,Public,512.9771739130434,466.6125,979.3584598698482,22.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,20.0,25.0,10706.0,7219.0,2397.0,12.0,37.0,14826.0,1979.0,2600.0,7799.0,3296.0,3296.0,2060.983830845771,950.0,470.0,1750.0,73.0,78.0,17.3,11.0,6086.0,56.0,0,1
1739,Northwestern University,IL,Private,670.0,600.0,1270.0,29.0,610.0,720.0,540.0,640.0,27.0,31.0,12289.0,5200.0,1902.0,85.0,98.0,7450.0,45.0,16404.0,16404.0,5520.0,2514.6819571865444,2060.983830845771,392.0126459143969,759.0,1585.0,96.0,100.0,6.8,25.0,26385.0,92.0,1,0
1741,Olivet Nazarene University,IL,Private,512.9771739130434,466.6125,979.3584598698482,22.234338747099766,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,19.716602984622803,24.59198170215222,678.0,640.0,388.0,25.67197750702905,58.0,1503.0,293.0,7700.0,7700.0,4140.0,4140.0,2060.983830845771,136.0,549.9728867623604,1389.2917038358607,39.0,39.0,14.6,20.91296296296296,8987.890736342042,54.0,1,0
1744,Principia College,IL,Private,548.0,496.0,1044.0,22.234338747099766,502.2537637435972,593.7462362564028,456.67772052771244,535.3222794722876,19.716602984622803,24.59198170215222,205.0,179.0,129.0,13.0,45.0,570.0,22.0,12816.0,12816.0,5344.0,2634.0,2710.0,210.0,1125.0,2000.0,68.64566929133858,47.0,9.6,23.0,16506.0,90.0,1,0
